transaction_id,product1,product2,product3,product4,product5,product6,product7,product8,product9,product10,product11,product12,product13,product14,product15,product16,product17,product18,product19,product20,product21,product22,product23,product24,product25,product26,product27,product28,product29,product30,product31,product32,product33,product34,product35,product36,product37,product38,product39,product40,product41,product42,product43,product44,product45
904,World Beer,Nablab,Malt Whisky,Italy White,Italian Red,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Vodka,Speciality Beer,Sparkling,South America,South African White,South Africa White,South Africa Red,Italian Red,Gin,Cocktails/Liqueurs,Australian White,Australian Red,Australia White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,World Beer,White Rum,Sparkling,Bottled Ale,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Sparkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,South Africa Red,Premium Lager,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,World Beer,Spirits & Fortified,South Africa Red,Premium Lager,French Red 2,Australia White,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Standard Lager,Speciality Beer,South Africa Red,Small Sizes Wht Othr,Premium Canned Ale,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,World Beer,Over-Ice Cider,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,World Beer,Vodka,Vermouths/Aperitifs,Stout,Standard Lager,Sparkling,Premium Lager,Iberia White,Everyday Cider,Brnd Alchol Carbntes,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,White Boxes,Sparkling,South African White,Premium Lager,Italy White,Italian White,Gin,Everyday Cider,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,South Africa Red,Other Red,Italian Red,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,World Beer,Sparkling,Premium Lager,Premium Cider,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Small Sizes White,Over-Ice Cider,Champagne,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,South America White,Rum,Premium Cider,French Red 2,Cooking Wine,Cocktails/Liqueurs,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,World Beer,White Rum,Whisky,Vodka,Speciality Beer,Sparkling,South Africa White,South Africa Red,Sherry Spanish,Premium Cider,Over-Ice Cider,Malt Whisky,Italy White,Gin,French White 2,French Red 2,Champagne,Brandy/Cognac,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,
922,White Boxes,Whisky,Vodka,Vermouths/Aperitifs,Red Wine Bxes & 25Cl,Premium Lager,Port,Malt Whisky,Italy White,Iberia,Gin,Fine Wines,Everyday Cider,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,South America,South African White,South Africa White,South Africa Red,Premium Lager,Over-Ice Cider,Italy White,Italian Red,Iberia,French Red 2,Australian Red,Australia White,American White,American Rose,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,South Africa Red,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,South America White,South African White,South Africa White,Premium Lager,Italy White,Australian White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,World Beer,Whisky,Standard Lager,South America White,South Africa Red,Premium Lager,New Zealand White,Italy White,Italian White,Italian Red,Iberia,French White South,French White 2,French White,French Red 2,French Red,Champagne,Australian White,Australian Rose,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,
929,South America,South Africa Red,Premium Lager,Italy White,Iberia,French White 2,French Red South,Champagne,Bottled Ale,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Standard Lager,Port,Italy White,Italian White,Iberia,French Red 2,Cocktails/Liqueurs,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Whisky,Vodka,Spirits Mixers,South America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Whisky,Standard Lager,Spirits Mixers,Sparkling,South America White,South America,South African White,Premium Lager,Premium Cider,Italy White,Italian Red,Iberia,Gin,Fruit Cider,Everyday Cider,Bitter,Australian White,Australian Rose,American White,American Rose,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,
933,Vermouths/Aperitifs,South America White,South Africa White,New Zealand White,Gin,French White South,French Red South,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Premium Lager,Italian Red,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,World Beer,Vodka,Over-Ice Cider,French White Loire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Speciality Beer,Sparkling,Premium Lager,New Zealand White,Champagne,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,World Beer,Premium Lager,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,World Beer,Vodka,Spirits Mixers,Sparkling,Premium Lager,New Zealand White,Nablab,Iberia,French Red South,French Red 2,Cocktails/Liqueurs,Champagne,Australian Red,Australia White,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Iberia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,World Beer,Port,New Zealand White,Bottled Ale,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Stout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,White Boxes,Stout,South Africa Red,Italy White,Italian White,Italian Red,Iberia,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,World Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Nablab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,World Beer,Vodka,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,World Beer,Red Wine Bxes & 25Cl,Premium Lager,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Fine Wines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,White Boxes,Standard Lager,Over-Ice Cider,Italy White,German,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Italy White,Italian White,Italian Red,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Sparkling,Small Sizes White,Italy White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Sparkling,South African White,South Africa White,South Africa Red,Italy White,Australian White,Australian Red,Australia White,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,South America White,Premium Lager,Over-Ice Cider,New Zealand White,Italy White,Iberia White,Bottled Ale,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Vodka,Premium Cider,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,World Beer,White Rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,South Africa Red,Iberia,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,World Beer,South Africa Red,Premium Canned Ale,Over-Ice Cider,Bottled Ale,Australian Sparkling,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,White Rum,Spirits & Fortified,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Port,Italy White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Premium Lager,Premium Canned Ale,Port,French Red 2,French Red,Bottled Ale,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Premium Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Premium Lager,French Red 2,Everyday Cider,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Sparkling,South America White,South America,South African White,South Africa Red,Red Wine Bxes & 25Cl,New Zealand White,Italian Red,French White South,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Italian White,Champagne,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,World Beer,White Rum,Standard Lager,Sparkling,South Africa White,South Africa Red,Premium Lager,Over-Ice Cider,New Zealand White,Italy White,Italian White,Iberia,French White 2,French Red 2,French Red,Brnd Alchol Carbntes,Bitter,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Sparkling,New Zealand White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Premium Canned Ale,Over-Ice Cider,Cocktails/Liqueurs,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Vermouths/Aperitifs,South America,South Africa Red,Sherry Spanish,Port,Cocktails/Liqueurs,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Standard Lager,Spirits Mixers,Speciality Beer,Sparkling,South America,South African White,South Africa White,South Africa Red,Port,Over-Ice Cider,Italy White,Italian Red,Iberia,French White 2,French Red 2,Champagne,Bitter,Australian White,Australian Rose,Australian Red,Australia White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,
976,South Africa Red,Cocktails/Liqueurs,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Standard Lager,Spirits Mixers,Sparkling,South America White,South America,South African White,South Africa White,Premium Lager,Port,Other Red,New Zealand White,Italy White,Italian Red,Iberia,French White South,French Red South,French Red 2,Champagne,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,
979,World Beer,South African White,Premium Lager,Over-Ice Cider,Italian Red,Iberia,Australian White,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Spirits Mixers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Wine Gifts,Vermouths/Aperitifs,Sparkling,South America White,South African White,South Africa Red,Premium Cider,Premium Canned Ale,Other Red,Italy White,Italian White,Iberia White,Iberia,French White,French Red 2,Cocktails/Liqueurs,Bottled Ale,Beer/Lager Gifts,Australian Red,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,
983,World Beer,Italy White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Sparkling,French White,Cocktails/Liqueurs,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Italian White,Italian Red,Iberia White,French White South,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Sherry Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,World Beer,Premium Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Whisky,South Africa White,Port,Madeira & Marsala,Italy White,Iberia,Everyday Cider,Champagne,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,World Beer,Standard Lager,Sparkling,Sherry Spanish,Made Wine British,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Bottled Ale,Bitter,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Small Sizes White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Premium Lager,Own Label,Over-Ice Cider,French Red South,French Red 2,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,World Beer,Speciality Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,White Boxes,Premium Lager,Italian White,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Sherry Spanish,New Zealand White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Vodka,Standard Lager,Spirits Mixers,Sparkling,Sherry Spanish,Premium Lager,Own Label,Over-Ice Cider,Low Alcohol A.C,Italy White,Gin,Cocktails/Liqueurs,Champagne,Australian Red,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Premium Lager,Italian Red,Iberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Sparkling,South America White,South America,South African White,South Africa White,South Africa Red,New Zealand White,New Zealand Red,Italy White,Italian White,Italian Red,Iberia White,Iberia,French White South,French White 2,French Red South,French Red 2,Fine Wines,Australian Red,Australia White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,
999,World Beer,White Boxes,Stout,Standard Lager,South America White,South America,South African White,South Africa White,South Africa Red,Premium Lager,New Zealand White,Italian White,Italian Red,Iberia,Everyday Cider,Bottled Ale,Australian White,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,World Beer,Vodka,South America White,South America,South Africa White,South Africa Red,Over-Ice Cider,New Zealand White,Italy White,Italian White,Italian Red,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,World Beer,Whisky,Spirits Mixers,Sparkling,South Africa Red,Small Sizes Red,Rum,Red Wine Bxes & 25Cl,Premium Lager,Nablab,Malt Whisky,Low Alcohol A.C,Italian Red,Iberia,French White 2,Australian White,Australian Red,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Whisky,Standard Lager,Speciality Beer,Sparkling,Premium Lager,New Zealand White,Italy White,Italian White,Italian Red,Iberia,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,South African White,South Africa Red,Nablab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Sparkling,South African White,South Africa Red,Small Sizes White,Premium Cider,Over-Ice Cider,No/Low Alc Cider,Italy White,Italian White,French Red South,Bottled Ale,Australian White,Australian Red,Australia White,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Standard Lager,Miscellaneous,Brandy/Cognac,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,South Africa Red,Premium Canned Ale,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,World Beer,Whisky,Vodka,Sparkling,Premium Lager,Over-Ice Cider,Italy White,Italian White,Italian Red,Gin,French Red 2,French Red,Cocktails/Liqueurs,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,White Uk,Speciality Beer,Premium Lager,Italian Red,French Red 2,French Red,Cocktails/Liqueurs,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,New Zealand White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,World Beer,South America White,South America,South African White,South Africa Red,Sherry Spanish,Italy White,French White South,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,White Rum,White Boxes,Whisky,Spirits Mixers,Premium Cider,Nablab,Italy White,Italian White,German,Cocktails/Liqueurs,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Spirits Mixers,Sherry Spanish,Premium Cider,Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Vodka,Vermouths/Aperitifs,Standard Lager,South America White,South Africa White,New Zealand White,Italy White,French White South,Everyday Cider,Champagne,Brandy/Cognac,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,World Beer,Wine Gifts,White Rum,Whisky,Vodka,Standard Lager,Spirits Mixers,Sparkling,South America,Small Sizes White,Rum,Premix Fruit Spirits,Premium Lager,Perry,Malt Whisky,Iberia,French Red South,Everyday Cider,Cocktails/Liqueurs,Brnd Alchol Carbntes,Brandy/Cognac,Basics,Australian White,American White,America White,,,,,,,,,,,,,,,,,,,,
1015,Whisky,South America White,Malt Whisky,Italian Red,Cocktails/Liqueurs,Bottled Ale,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Vodka,Stout,Standard Lager,Premium Lager,New Zealand White,Italian Red,Fruit Cider,Champagne,Brandy/Cognac,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Standard Lager,Nablab,Low Alcohol A.C,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,White Rum,Whisky,Vermouths/Aperitifs,Sparkling,Sherry Spanish,Rum,Premium Lager,Port,Over-Ice Cider,Iberia White,French White 2,Ethnic,Cocktails/Liqueurs,Brandy/Cognac,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Stout,Italian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,South America White,South Africa White,South Africa Red,Italian White,Iberia,French White South,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Perry,German,Cocktails/Liqueurs,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,World Beer,Whisky,Vodka,Standard Lager,Sparkling,Malt Whisky,Italy White,Italian White,Cocktails/Liqueurs,Brnd Alchol Carbntes,Brandy/Cognac,Bottled Ale,Barware,Australian White,Australian Red,American White,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Sparkling,South America,Italy White,Italian White,Brandy/Cognac,Australian Red,Australia White,American White,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Whisky,Premium Canned Ale,German,Generic,British Fortified,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Whisky,Vodka,Spirits & Fortified,Italy White,Italian White,Gin,German,Cocktails/Liqueurs,Beer/Lager Gifts,Barware,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Premium Cider,Over-Ice Cider,Italian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Vermouths/Aperitifs,Sparkling,South America,South Africa White,South Africa Red,Red Wine Bxes & 25Cl,Premium Lager,Premium Cider,Italy White,Italian White,Iberia White,Bitter,Australian Red,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Wine Gifts,Spirits & Fortified,South America,South Africa White,Small Sizes White,Premium Lager,Premium Canned Ale,Over-Ice Cider,Italian White,Champagne,Beer/Lager Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Iberia White,Iberia,French White 2,French White,French Red 2,Bitter,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,White Boxes,Speciality Beer,South Africa Red,Red Wine Bxes & 25Cl,Other Red,New Zealand Red,Made Wine British,Italian Red,Iberia White,Iberia,Gin,Fruit Cider,French White 2,French White,Cocktails/Liqueurs,Bottled Ale,Australian White,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Standard Lager,South African White,South Africa White,Port,Italy White,Italian White,Iberia White,Brandy/Cognac,Australian White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Sparkling,Italy White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Spirits Mixers,Small Sizes Red,Premium Lager,Low Alcohol A.C,Italy White,Italian Red,Iberia,Bottled Ale,Australian White,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Cocktails/Liqueurs,Champagne,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Standard Lager,Sparkling,South America White,South Africa White,Premium Lager,Italy White,Italian White,Generic,Fruit Cider,Everyday Cider,Barware,Australian White,Australia White,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Standard Lager,Sparkling,South Africa Red,Small Sizes Wht Othr,Small Sizes White,Ready To Drink,Premium Lager,Own Label,Over-Ice Cider,No/Low Alc Cider,Nablab,Italy White,Iberia,Generic,French Red South,French Red 2,Everyday Cider,Cocktails/Liqueurs,Barware,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Vodka,Standard Lager,South Africa White,Premium Lager,Premium Canned Ale,Port,Over-Ice Cider,New Zealand White,Italy White,Iberia,French White South,French White 2,French Red South,French Red 2,Cocktails/Liqueurs,Bottled Ale,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Sparkling,South America,Italy White,Bitter,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Vermouths/Aperitifs,Stout,Sparkling,South America,Italy White,Iberia,Gin,French Red 2,Cocktails/Liqueurs,Australian White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,White Rum,Whisky,Stout,Standard Lager,Spirits Mixers,Small Sizes White,Small Sizes Red,Premium Lager,Premium Canned Ale,Perry,Own Label,Italy White,Fruit Cider,Cocktails/Liqueurs,Brnd Alchol Carbntes,Bottled Ale,Bitter,Barware,American White,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,White Rum,White Boxes,Whisky,Vodka,Vermouths/Aperitifs,Spirits Mixers,Sparkling,South Africa Red,Sherry Spanish,Premium Lager,Port,Over-Ice Cider,New Zealand White,Italy White,Italian White,Gin,French White South,French Red 2,Everyday Cider,Cocktails/Liqueurs,Champagne,Barware,Australian Red,Australia White,American White,America White,,,,,,,,,,,,,,,,,,,
1044,White Rum,Whisky,Vodka,Vermouths/Aperitifs,Spirits Mixers,South America White,South Africa White,South Africa Red,Rum,Premium Lager,Premium Cider,Port,Over-Ice Cider,Italy White,Italian White,Gin,Fruit Cider,Everyday Cider,Cocktails/Liqueurs,Champagne,Brandy/Cognac,Barware,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,
1045,Sparkling,Italy White,Italian White,Cocktails/Liqueurs,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Wine Gifts,Whisky,Vodka,Stout,Standard Lager,South America,Sherry Spanish,Rum,Premium Lager,Over-Ice Cider,Iberia,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Whisky,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Standard Lager,Sherry Spanish,Premium Lager,Premium Cider,Premium Canned Ale,Italy White,Italian White,Italian Red,Fruit Cider,Cooking Wine,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Speciality Beer,Sparkling,Other Red,Made Wine British,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Premium Lager,Italian White,Brnd Alchol Carbntes,Australian White,Australian Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,White Uk,Standard Lager,Sparkling,Everyday Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,White Rum,Whisky,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Spirits & Fortified,Sparkling,Italian White,Bottled Ale,Beer/Lager Gifts,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Wine Gifts,White Rum,Sparkling,Ready To Drink,Cocktails/Liqueurs,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Over-Ice Cider,New Zealand White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,World Beer,White Rum,Vodka,Standard Lager,Spirits Mixers,South America White,Sherry Spanish,Premium Cider,Over-Ice Cider,Miscellaneous,Italian White,German,Fruit Cider,Cocktails/Liqueurs,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Speciality Beer,Premium Lager,Italian White,Iberia,Cocktails/Liqueurs,Champagne,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,World Beer,White Rum,Vodka,Spirits Mixers,Spirits & Fortified,Sparkling,South America White,South America,South Africa White,Small Sizes White,Rum,Premium Cider,Port,Own Label,Other Red,New Zealand White,New Zealand Red,Italian White,Italian Red,Iberia White,Iberia,Fruit Cider,French White,French Red South,French Red 2,French Red,Everyday Cider,Cocktails/Liqueurs,Champagne,Bottled Ale,Beer/Lager Gifts,Australian Red,American White,American Red,America White,,,,,,,,,,
1060,World Beer,Stout,Premium Cider,Port,Italy White,Italian White,French White Loire,French Red,Fine Wines,Cocktails/Liqueurs,Brnd Alchol Carbntes,Barware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
